2,0.000040
3,0.000033
4,0.000032
5,0.000027
6,0.000026
7,0.000030
8,0.000031
9,0.000029
10,0.000039
11,0.000040
12,0.000042
13,0.000047
14,0.000045
15,0.000044
16,0.000039
17,0.000036
18,0.000043
19,0.000051
20,0.000041
21,0.000045
22,0.000047
23,0.000070
24,0.000066
25,0.000061
26,0.000068
27,0.000065
28,0.000075
29,0.000049
30,0.000055
31,0.000055
32,0.000061
33,0.000062
34,0.000064
35,0.000064
36,0.000061
37,0.000071
38,0.000074
39,0.000086
40,0.000085
41,0.000095
42,0.000097
43,0.000125
44,0.000146
45,0.000132
46,0.000118
47,0.000175
48,0.000159
49,0.000138
50,0.000144
51,0.000160
52,0.000156
53,0.000175
54,0.000186
55,0.000202
56,0.000199
57,0.000203
58,0.000207
59,0.000235
60,0.000216
61,0.000247
62,0.000323
63,0.000271
64,0.000298
65,0.000279
66,0.000292
67,0.000307
68,0.000333
69,0.000305
70,0.000300
71,0.000315
72,0.000332
73,0.000410
74,0.000359
75,0.000432
76,0.000401
77,0.000499
78,0.000412
79,0.000423
80,0.000552
81,0.000455
82,0.000472
83,0.000530
84,0.000545
85,0.000529
86,0.000575
87,0.000597
88,0.000578
89,0.000949
90,0.000640
91,0.001789
92,0.000701
93,0.000691
94,0.000725
95,0.000736
96,0.000745
97,0.000772
98,0.000834
99,0.000844
100,0.001178
101,0.001114
102,0.000925
103,0.000952
104,0.001233
105,0.001123
106,0.000986
107,0.001154
108,0.001085
109,0.001058
110,0.001182
111,0.001207
112,0.001120
113,0.001204
114,0.001329
115,0.001267
116,0.001262
117,0.001308
118,0.001344
119,0.001673
120,0.001788
121,0.001706
122,0.001778
123,0.001621
124,0.001579
125,0.001681
126,0.001675
127,0.001674
128,0.001703
129,0.001764
130,0.002340
131,0.001930
132,0.002460
133,0.001948
134,0.001998
135,0.002180
136,0.001984
137,0.002254
138,0.002187
139,0.002198
140,0.002248
141,0.002248
142,0.002567
143,0.002572
144,0.002391
145,0.002543
146,0.002456
147,0.002586
148,0.002577
149,0.003250
150,0.003243
151,0.003580
152,0.002858
153,0.003398
154,0.003004
155,0.003033
156,0.003012
157,0.003631
158,0.003208
159,0.003756
160,0.003825
161,0.003891
162,0.003394
163,0.003539
164,0.003530
165,0.003493
166,0.003655
167,0.003825
168,0.003794
169,0.003734
170,0.004462
171,0.004047
172,0.004009
173,0.004390
174,0.004404
175,0.004523
176,0.005319
177,0.004343
178,0.004922
179,0.005398
180,0.005072
181,0.004710
182,0.005225
183,0.004765
184,0.004944
185,0.005426
186,0.005017
187,0.005218
188,0.005171
189,0.005699
190,0.005554
191,0.005525
192,0.005538
193,0.005650
194,0.005666
195,0.006058
196,0.006024
197,0.006632
198,0.006110
199,0.006805
200,0.007320
201,0.006431
202,0.006872
203,0.007496
204,0.006589
205,0.007361
206,0.006764
207,0.006800
208,0.007837
209,0.007562
210,0.007617
211,0.009037
212,0.008412
213,0.008196
214,0.009229
215,0.008326
216,0.007840
217,0.008488
218,0.008162
219,0.008791
220,0.008365
221,0.008254
222,0.008360
223,0.009004
224,0.008803
225,0.009820
226,0.009578
227,0.009145
228,0.009311
229,0.009562
230,0.009298
231,0.009521
232,0.010346
233,0.009785
234,0.010244
235,0.011371
236,0.010532
237,0.010437
238,0.010382
239,0.010512
240,0.011260
241,0.011485
242,0.011528
243,0.013623
244,0.011094
245,0.011609
246,0.011776
247,0.011739
248,0.011766
249,0.012393
250,0.012270
251,0.012018
252,0.012467
253,0.013157
254,0.014055
255,0.012752
256,0.013758
257,0.013411
258,0.013444
259,0.014071
260,0.013399
261,0.013676
262,0.013576
263,0.013682
264,0.015022
265,0.014195
266,0.014745
267,0.014869
268,0.014832
269,0.015169
270,0.015200
271,0.015747
272,0.015599
273,0.017039
274,0.015954
275,0.015526
276,0.016319
277,0.016595
278,0.017179
279,0.016924
280,0.016501
281,0.016627
282,0.017613
283,0.017094
284,0.017498
285,0.018368
286,0.017538
287,0.017870
288,0.019439
289,0.019045
290,0.018988
291,0.018907
292,0.019124
293,0.019337
294,0.019619
295,0.020272
296,0.020263
297,0.019642
298,0.020289
299,0.020556
300,0.021990
301,0.021367
302,0.020591
303,0.021684
304,0.021095
305,0.022575
306,0.021895
307,0.022830
308,0.023200
309,0.023291
310,0.022690
311,0.022595
312,0.022833
313,0.023153
314,0.025284
315,0.023606
316,0.024619
317,0.024945
318,0.026933
319,0.024902
320,0.024718
321,0.025806
322,0.025286
323,0.025908
324,0.025792
325,0.027211
326,0.026571
327,0.026091
328,0.026808
329,0.027818
330,0.026945
331,0.027257
332,0.027279
333,0.029065
334,0.028619
335,0.028633
336,0.028148
337,0.028742
338,0.029016
339,0.029806
340,0.030266
341,0.029741
342,0.029661
343,0.030756
344,0.030793
345,0.030452
346,0.031876
347,0.031352
348,0.031894
349,0.036380
350,0.033555
351,0.034165
352,0.035903
353,0.035219
354,0.035316
355,0.034848
356,0.034272
357,0.036948
358,0.035926
359,0.036389
360,0.035213
361,0.037748
362,0.036786
363,0.040005
364,0.037666
365,0.038609
366,0.037452
367,0.037789
368,0.037578
369,0.040158
370,0.038429
371,0.038615
372,0.038695
373,0.039132
374,0.039768
375,0.039359
376,0.039848
377,0.039768
378,0.040459
379,0.040555
380,0.040832
381,0.042789
382,0.041177
383,0.042390
384,0.043042
385,0.042377
386,0.042704
387,0.043496
388,0.044187
389,0.043613
390,0.044091
391,0.045148
392,0.044548
393,0.046676
394,0.046418
395,0.047103
396,0.045824
397,0.047559
398,0.047466
399,0.047447
400,0.047554
401,0.048563
402,0.048764
403,0.050846
404,0.049005
405,0.051449
406,0.050451
407,0.050336
408,0.050912
409,0.052228
410,0.050986
411,0.051764
412,0.052803
413,0.052187
414,0.053661
415,0.053546
416,0.054075
417,0.056042
418,0.054049
419,0.055046
420,0.054256
421,0.054781
422,0.056437
423,0.056610
424,0.056552
425,0.057016
426,0.058231
427,0.058735
428,0.059814
429,0.058835
430,0.058805
431,0.061802
432,0.060611
433,0.060070
434,0.061877
435,0.060733
436,0.061724
437,0.062276
438,0.062649
439,0.063812
440,0.063989
441,0.065262
442,0.064519
443,0.064615
444,0.065735
445,0.066063
446,0.065202
447,0.065964
448,0.070764
449,0.068489
450,0.068406
451,0.071875
452,0.068897
453,0.071013
454,0.070739
455,0.071279
456,0.070683
457,0.071572
458,0.073080
459,0.072339
460,0.072360
461,0.072275
462,0.073868
463,0.074231
464,0.074503
465,0.074882
466,0.077618
467,0.075750
468,0.075767
469,0.076887
470,0.077901
471,0.077616
472,0.077679
473,0.079461
474,0.080294
475,0.080260
476,0.079185
477,0.081984
478,0.080730
479,0.081357
480,0.081619
481,0.083554
482,0.082791
483,0.083686
484,0.084719
485,0.085916
486,0.084502
487,0.086914
488,0.086307
489,0.087673
490,0.087924
491,0.090526
492,0.089917
493,0.089684
494,0.090006
495,0.090910
496,0.092458
497,0.093942
498,0.093805
499,0.091902
500,0.092219
